Contract_ID,Lessee_ID,Owner_ID,WH_ID,Start_date,End_date,NumSkids,StorPref,TotPrice,Deposit,Status
21796,35791,33546,282,3/4/2018,10/16/2018,136,frozen,12772.7,1277.27,Pending
21797,9172,25456,184,1/1/2018,6/3/2018,72,climate_controlled,6779.82,677.982,Declined
21798,24132,10095,122,5/30/2018,12/11/2018,100,dry,13642.52,1364.252,Declined
21799,16225,14352,371,1/3/2018,1/13/2018,94,climate_controlled,197.79,19.779,Active
21800,27518,8529,51,2/26/2018,11/15/2018,117,climate_controlled,7417.43,741.743,Pending
21801,6331,27963,105,10/6/2018,10/28/2018,139,climate_controlled,563.01,56.301,Active
21802,26144,2897,169,9/3/2018,10/1/2018,78,cooler,1344.15,134.415,Accepted
21803,763,33115,178,3/5/2018,10/24/2018,35,dry,4761.63,476.163,Declined
21804,25784,8529,51,10/28/2018,12/9/2018,90,climate_controlled,914.66,91.466,Pending
21805,2468,14863,203,12/27/2018,12/28/2018,61,frozen,16.04,1.604,Pending
21806,11818,1750,268,2/20/2018,7/26/2018,36,climate_controlled,1122.58,112.258,Active
21807,992,37401,173,10/1/2018,11/14/2018,60,dry,1277.62,127.762,Pending
21808,37593,19389,232,2/14/2018,7/9/2018,142,climate_controlled,3249.27,324.927,Active
21809,30750,33546,5,7/25/2018,8/24/2018,106,climate_controlled,970.2,97.02,Declined
21810,20866,19021,143,7/9/2018,8/30/2018,92,climate_controlled,2642.34,264.234,Active
21811,12754,34752,317,11/22/2018,12/28/2018,131,dry,2480.75,248.075,Active
21812,30785,16016,357,1/2/2018,12/26/2018,102,climate_controlled,23050.1,2305.01,Pending
21813,1881,14801,201,9/8/2018,10/8/2018,151,climate_controlled,1239.11,123.911,Declined
21814,25551,4854,351,10/29/2018,12/6/2018,135,climate_controlled,1915.95,191.595,Terminated
21815,7840,16327,112,7/23/2018,10/4/2018,68,climate_controlled,2611.2,261.12,Accepted
21816,603,25456,258,5/10/2018,9/14/2018,81,cooler,3030.3,303.03,Active
21817,19222,19336,287,2/16/2018,9/28/2018,104,cooler,5146.82,514.682,Declined
21818,25190,11992,312,7/27/2018,8/10/2018,83,climate_controlled,562.34,56.234,Active
21819,6357,37094,161,3/20/2018,12/24/2018,63,climate_controlled,11557.48,1155.748,Terminated
21820,18360,25843,117,8/12/2018,11/23/2018,111,dry,3007.04,300.704,Active
21821,5881,34752,317,10/14/2018,10/26/2018,98,dry,618.61,61.861,Pending
21822,28689,30217,76,1/24/2018,12/9/2018,118,climate_controlled,14058.51,1405.851,Pending
21823,2607,28674,114,11/28/2018,12/21/2018,87,climate_controlled,684.18,68.418,Pending
21824,36831,36493,191,5/12/2018,8/19/2018,77,dry,2526.24,252.624,Accepted
21825,37394,40130,3,10/28/2018,12/15/2018,117,dry,1861.13,186.113,Accepted
21826,25801,19138,151,11/28/2018,11/29/2018,149,climate_controlled,65.05,6.505,Declined
21827,12973,159,124,8/16/2018,12/14/2018,109,dry,5160.33,516.033,Terminated
21828,22278,931,170,5/1/2018,9/26/2018,16,climate_controlled,1220.72,122.072,Active
21829,6572,11136,23,9/29/2018,11/16/2018,69,dry,1689.94,168.994,Pending
21830,20160,25742,130,6/25/2018,8/11/2018,96,dry,2373.44,237.344,Active
21831,12624,37401,205,5/23/2018,9/29/2018,56,climate_controlled,3002.02,300.202,Accepted
21832,1967,19138,238,9/22/2018,10/9/2018,34,climate_controlled,231.07,23.107,Accepted
21833,22746,10095,337,8/31/2018,9/1/2018,100,climate_controlled,47.34,4.734,Terminated
21834,29695,5909,379,1/21/2018,7/18/2018,110,climate_controlled,16994.37,1699.437,Active
21835,26190,17618,211,7/10/2018,9/18/2018,137,climate_controlled,3783.45,378.345,Accepted
21836,16276,37017,33,8/20/2018,10/18/2018,131,climate_controlled,4065.67,406.567,Accepted
21837,2725,25843,117,2/22/2018,5/15/2018,65,dry,1401.86,140.186,Active
21838,28222,23431,90,2/24/2018,3/2/2018,109,dry,44.72,4.472,Pending
21839,5882,931,170,8/26/2018,9/4/2018,89,climate_controlled,412.92,41.292,Active
21840,2729,28659,149,11/23/2018,12/3/2018,110,cooler,347.18,34.718,Declined
21841,33540,13736,377,10/16/2018,10/28/2018,93,climate_controlled,487.25,48.725,Active
21842,9402,3147,147,9/22/2018,10/28/2018,132,cooler,2874.63,287.463,Pending
21843,28271,35115,175,12/30/2018,12/31/2018,86,climate_controlled,33.93,3.393,Declined
21844,3598,5565,32,4/25/2018,8/14/2018,65,climate_controlled,1252.44,125.244,Terminated
21845,35281,30717,273,11/30/2018,12/19/2018,91,dry,818.55,81.855,Pending
21846,18989,10220,2,8/1/2018,11/18/2018,82,climate_controlled,1880.65,188.065,Active
21847,17973,10678,270,1/23/2018,5/14/2018,85,dry,3722.3,372.23,Active
21848,31646,21530,8,10/22/2018,10/24/2018,86,dry,90.48,9.048,Declined
21849,26846,34188,310,7/25/2018,8/10/2018,62,climate_controlled,313.09,31.309,Active
21850,6863,1666,140,4/22/2018,9/21/2018,130,climate_controlled,4053.78,405.378,Active
21851,4611,23988,138,4/2/2018,12/13/2018,123,dry,6434.55,643.455,Pending
21852,1609,19974,25,7/15/2018,8/30/2018,65,climate_controlled,1305.44,130.544,Accepted
21853,1151,27020,294,3/26/2018,7/28/2018,86,dry,4094.98,409.498,Terminated
21854,24970,36026,46,1/7/2018,12/31/2018,56,dry,9702.13,970.213,Declined
21855,23642,8748,56,12/24/2018,12/30/2018,33,cooler,64.58,6.458,Pending
21856,24695,11660,271,8/23/2018,8/24/2018,156,dry,102.58,10.258,Terminated
21857,32675,30134,100,10/15/2018,11/21/2018,121,dry,2001.77,200.177,Terminated
21858,39001,27281,311,10/22/2018,11/4/2018,125,dry,709.48,70.948,Accepted
21859,4859,5909,379,7/30/2018,10/31/2018,124,climate_controlled,10009.14,1000.914,Accepted
21860,36572,19729,372,5/15/2018,9/19/2018,94,climate_controlled,6656.5,665.65,Accepted
21861,36856,10712,67,1/22/2018,10/13/2018,71,dry,4831.33,483.133,Pending
21862,6282,16884,338,6/7/2018,6/24/2018,99,climate_controlled,451.51,45.151,Accepted
21863,36595,36466,362,2/8/2018,3/3/2018,126,dry,381.11,38.111,Terminated
21864,8625,15174,218,1/27/2018,5/11/2018,93,dry,5291.25,529.125,Accepted
21865,21291,30108,284,4/2/2018,5/8/2018,82,climate_controlled,2251.61,225.161,Accepted
21866,17059,26463,233,10/8/2018,10/13/2018,100,climate_controlled,394.52,39.452,Accepted
21867,14784,27281,311,3/30/2018,6/18/2018,31,dry,1082.77,108.277,Active
21868,6245,1401,136,12/19/2018,12/26/2018,48,climate_controlled,190.88,19.088,Active
21869,38215,33115,178,10/29/2018,11/21/2018,135,dry,1812.98,181.298,Active
21870,20925,14863,203,5/29/2018,9/17/2018,83,frozen,2423.15,242.315,Declined
21871,26810,22473,321,3/12/2018,4/16/2018,102,cooler,2441.29,244.129,Pending
21872,25221,6168,81,1/29/2018,3/28/2018,120,dry,3954.04,395.404,Declined
21873,3567,23988,228,12/2/2018,12/13/2018,101,dry,625.33,62.533,Pending
21874,10511,14141,254,9/19/2018,10/3/2018,81,climate_controlled,345.98,34.598,Pending
21875,36252,22568,96,11/9/2018,12/16/2018,64,dry,398.6,39.86,Pending
21876,21619,39809,107,6/21/2018,10/27/2018,96,climate_controlled,4783.23,478.323,Accepted
21877,38498,26240,264,12/7/2018,12/17/2018,89,climate_controlled,468.16,46.816,Active
21878,2531,18214,131,7/3/2018,11/23/2018,54,dry,2193.47,219.347,Active
21879,28126,3390,30,11/28/2018,12/22/2018,138,climate_controlled,1341.5,134.15,Accepted
21880,28326,11992,312,10/25/2018,12/2/2018,122,climate_controlled,2243.57,224.357,Pending
21881,7276,931,170,8/7/2018,11/22/2018,104,climate_controlled,5736.56,573.656,Declined
21882,16016,15365,200,2/9/2018,12/2/2018,116,dry,10837.01,1083.701,Pending
21883,16976,16327,102,4/17/2018,10/13/2018,103,dry,3006.49,300.649,Pending
21884,35499,2525,226,2/6/2018,8/5/2018,119,dry,7436.55,743.655,Declined
21885,1735,23431,90,9/24/2018,10/21/2018,83,dry,153.25,15.325,Active
21886,12142,25456,258,9/21/2018,12/4/2018,116,cooler,2528.63,252.863,Accepted
21887,12584,19931,195,7/15/2018,7/28/2018,115,dry,393.21,39.321,Pending
21888,26647,19729,121,1/3/2018,4/27/2018,115,climate_controlled,7585.84,758.584,Pending
21889,15674,15914,221,6/26/2018,11/21/2018,178,dry,12333.32,1233.332,Terminated
21890,11706,17658,376,8/31/2018,10/11/2018,41,climate_controlled,884.25,88.425,Terminated
21891,33080,34188,310,2/11/2018,6/20/2018,94,climate_controlled,3827.16,382.716,Terminated
21892,30133,2897,111,12/16/2018,12/24/2018,44,climate_controlled,153.68,15.368,Active
21893,12341,13603,31,2/13/2018,8/5/2018,87,climate_controlled,11242.48,1124.248,Accepted
21894,16612,29235,296,2/6/2018,3/29/2018,118,cooler,2500.85,250.085,Terminated
21895,19836,39481,197,7/27/2018,11/13/2018,71,climate_controlled,2605.39,260.539,Active
21896,13265,28413,183,2/17/2018,7/18/2018,101,climate_controlled,4332.12,433.212,Pending
21897,16071,23830,239,7/3/2018,11/3/2018,92,climate_controlled,7440.66,744.066,Declined
21898,29712,3223,309,9/28/2018,10/10/2018,11,climate_controlled,22.91,2.291,Terminated
21899,25181,33546,282,1/15/2018,2/15/2018,159,frozen,2048.3,204.83,Declined
21900,25172,3991,344,6/24/2018,9/26/2018,80,dry,1621.85,162.185,Active
21901,11652,38424,78,3/10/2018,10/15/2018,66,climate_controlled,6006.53,600.653,Terminated
21902,6786,4431,322,4/9/2018,8/5/2018,74,climate_controlled,4225.81,422.581,Accepted
21903,16481,30217,76,10/5/2018,11/1/2018,115,climate_controlled,1159.65,115.965,Declined
21904,732,15976,155,6/21/2018,10/5/2018,97,climate_controlled,703.12,70.312,Declined
21905,19252,30023,132,4/17/2018,12/19/2018,82,climate_controlled,7958.27,795.827,Declined
21906,6953,13457,262,5/6/2018,8/8/2018,113,climate_controlled,5587.46,558.746,Pending
21907,32633,288,135,10/10/2018,10/26/2018,62,cooler,589.66,58.966,Active
21908,15114,528,266,11/28/2018,12/2/2018,119,climate_controlled,160.25,16.025,Terminated
21909,22010,15976,155,8/12/2018,12/2/2018,99,climate_controlled,758.24,75.824,Pending
21910,18899,39809,303,12/11/2018,12/13/2018,104,dry,76.59,7.659,Pending
21911,13296,12743,244,9/16/2018,9/25/2018,93,dry,466.7,46.67,Declined
21912,17546,12667,366,7/8/2018,9/19/2018,75,climate_controlled,1814.4,181.44,Declined
21913,22128,25138,86,3/20/2018,4/26/2018,58,frozen,372.52,37.252,Declined
21914,23656,35593,7,5/24/2018,6/12/2018,81,climate_controlled,307.63,30.763,Accepted
21915,1903,14801,201,5/28/2018,11/11/2018,89,climate_controlled,4065.54,406.554,Accepted
21916,36116,22325,207,3/12/2018,11/17/2018,136,climate_controlled,8763.62,876.362,Pending
21917,11122,23030,69,11/14/2018,11/22/2018,68,dry,165.97,16.597,Accepted
21918,36454,16327,112,1/30/2018,12/12/2018,103,climate_controlled,17121.14,1712.114,Active
21919,36294,29023,349,10/17/2018,12/15/2018,75,climate_controlled,2211.29,221.129,Pending
21920,11989,31492,116,12/14/2018,12/22/2018,80,climate_controlled,387.16,38.716,Active
21921,34055,13603,31,3/30/2018,12/26/2018,123,climate_controlled,24898.38,2489.838,Accepted
21922,21199,23666,356,2/20/2018,9/24/2018,118,climate_controlled,12871.09,1287.109,Pending
21923,19159,20656,290,10/30/2018,12/13/2018,6,climate_controlled,187.48,18.748,Declined
21924,33633,33546,282,6/30/2018,10/11/2018,124,frozen,5307.55,530.755,Active
21925,19461,34342,92,10/14/2018,10/22/2018,105,climate_controlled,662.79,66.279,Accepted
21926,35385,7883,367,6/4/2018,6/22/2018,54,climate_controlled,414.15,41.415,Terminated
21927,9399,25456,184,7/3/2018,8/18/2018,81,climate_controlled,2293.17,229.317,Declined
21928,25519,1666,288,3/23/2018,7/22/2018,56,cooler,1497.03,149.703,Accepted
21929,3388,23830,239,9/30/2018,12/28/2018,77,climate_controlled,4506.08,450.608,Terminated
21930,36922,22232,150,9/14/2018,10/24/2018,109,dry,1834.78,183.478,Pending
21931,7230,1178,249,12/27/2018,12/28/2018,63,climate_controlled,32.48,3.248,Declined
21932,7922,20656,290,8/9/2018,9/9/2018,84,climate_controlled,1849.2,184.92,Active
21933,18400,15976,155,10/19/2018,10/24/2018,144,climate_controlled,49.24,4.924,Pending
21934,11231,19931,195,4/21/2018,7/20/2018,130,dry,3077.26,307.726,Active
21935,17857,27281,311,6/11/2018,11/28/2018,90,dry,6680.02,668.002,Active
21936,36506,19336,373,1/12/2018,9/2/2018,31,climate_controlled,151.98,15.198,Terminated
21937,10918,19138,54,6/7/2018,10/26/2018,108,climate_controlled,6969,696.9,Active
21938,10234,30411,129,7/22/2018,11/14/2018,117,dry,4458.95,445.895,Declined
21939,17698,35040,50,4/19/2018,12/3/2018,42,dry,4029.79,402.979,Pending
21940,35085,36466,362,8/5/2018,12/31/2018,141,dry,2744.28,274.428,Pending
21941,33883,19357,141,2/28/2018,12/29/2018,74,climate_controlled,17750.27,1775.027,Accepted
21942,17076,20231,324,4/6/2018,11/5/2018,104,climate_controlled,6408.91,640.891,Accepted
21943,23724,10853,80,11/1/2018,11/27/2018,128,climate_controlled,1172.91,117.291,Declined
21944,29161,17744,222,3/31/2018,12/20/2018,122,dry,21177.86,2117.786,Pending
21945,38184,15365,341,3/19/2018,7/17/2018,85,climate_controlled,6170.3,617.03,Pending
21946,39297,24368,280,5/18/2018,5/29/2018,103,climate_controlled,536.39,53.639,Terminated
21947,5774,6168,81,8/4/2018,12/3/2018,66,dry,4536.92,453.692,Terminated
21948,36846,7541,313,8/4/2018,9/16/2018,120,climate_controlled,1357.15,135.715,Pending
21949,8059,32214,335,11/29/2018,12/23/2018,118,climate_controlled,655.47,65.547,Terminated
21950,10697,23552,299,8/12/2018,10/31/2018,91,climate_controlled,5169.8,516.98,Terminated
21951,5938,13181,190,10/1/2018,12/26/2018,80,climate_controlled,4704.79,470.479,Accepted
21952,9058,288,35,2/16/2018,4/1/2018,94,cooler,848.5,84.85,Terminated
21953,13293,29271,75,6/24/2018,7/1/2018,107,climate_controlled,165.48,16.548,Declined
21954,22704,19138,54,11/8/2018,12/28/2018,84,climate_controlled,1922.1,192.21,Accepted
21955,9600,38424,99,4/9/2018,12/1/2018,122,climate_controlled,15145.38,1514.538,Terminated
21956,36092,27361,39,5/24/2018,9/19/2018,97,climate_controlled,4395.26,439.526,Declined
21957,12122,1666,140,12/28/2018,12/30/2018,85,climate_controlled,34.88,3.488,Terminated
21958,30843,28327,315,7/15/2018,10/15/2018,157,cooler,7597.94,759.794,Terminated
21959,22746,7883,367,5/27/2018,10/7/2018,129,climate_controlled,7310.29,731.029,Active
21960,36840,23670,110,4/23/2018,5/23/2018,79,dry,1645.62,164.562,Active
21961,1358,16042,224,8/12/2018,9/7/2018,103,frozen,887.48,88.748,Declined
21962,28553,27361,39,10/5/2018,12/1/2018,91,climate_controlled,1991.81,199.181,Accepted
21963,19235,16330,133,10/16/2018,11/10/2018,123,cooler,1213.15,121.315,Terminated
21964,23751,8431,45,10/22/2018,12/27/2018,115,cooler,3673.14,367.314,Declined
21965,29082,11660,271,8/31/2018,9/8/2018,25,dry,131.51,13.151,Terminated
21966,18325,31764,37,2/2/2018,11/7/2018,87,dry,15903.12,1590.312,Terminated
21967,17002,11644,354,11/17/2018,12/26/2018,88,dry,1444.26,144.426,Terminated
21968,9537,37401,173,5/29/2018,12/24/2018,106,dry,10721.32,1072.132,Declined
21969,24558,39158,370,5/1/2018,12/17/2018,117,dry,12032.09,1203.209,Pending
21970,24105,72,152,11/16/2018,11/29/2018,135,climate_controlled,1061.65,106.165,Terminated
21971,19211,25742,130,12/13/2018,12/17/2018,129,dry,271.43,27.143,Declined
21972,11380,39939,230,5/13/2018,5/14/2018,107,dry,64.73,6.473,Accepted
21973,13923,37017,33,5/8/2018,5/25/2018,133,climate_controlled,1189.35,118.935,Pending
21974,6626,26171,29,12/16/2018,12/24/2018,123,climate_controlled,300.21,30.021,Pending
21975,5957,36491,88,4/18/2018,10/12/2018,158,frozen,20889.45,2088.945,Pending
21976,8495,3223,309,9/5/2018,11/11/2018,75,climate_controlled,872.28,87.228,Terminated
21977,31666,1666,288,9/23/2018,12/10/2018,159,cooler,2739.99,273.999,Pending
21978,19993,4854,162,8/11/2018,11/30/2018,91,dry,2444.17,244.417,Active
21979,10304,3223,301,7/11/2018,8/10/2018,127,climate_controlled,1342.79,134.279,Pending
21980,10044,3223,309,12/30/2018,12/31/2018,106,climate_controlled,18.4,1.84,Declined
21981,31863,36491,153,5/28/2018,7/10/2018,167,climate_controlled,1888.7,188.87,Declined
21982,18987,27108,146,10/13/2018,11/19/2018,89,climate_controlled,1229.87,122.987,Pending
21983,19971,22232,150,2/16/2018,6/22/2018,103,dry,5461.43,546.143,Active
21984,799,28659,149,11/25/2018,12/2/2018,54,cooler,119.3,11.93,Active
21985,29961,4500,4,4/20/2018,5/20/2018,139,climate_controlled,2741.92,274.192,Active
21986,17168,18240,166,9/28/2018,11/1/2018,142,climate_controlled,1701.57,170.157,Declined
21987,2151,2324,291,11/23/2018,12/3/2018,70,dry,213.57,21.357,Declined
21988,9750,18214,131,1/18/2018,5/10/2018,129,dry,4104.02,410.402,Declined
21989,6552,29023,349,10/18/2018,12/5/2018,90,climate_controlled,2158.82,215.882,Active
21990,31141,11136,23,7/17/2018,9/6/2018,94,dry,2446.12,244.612,Declined
21991,20472,3223,309,10/5/2018,12/8/2018,57,climate_controlled,633.25,63.325,Pending
21992,1981,25439,145,6/21/2018,7/22/2018,82,climate_controlled,414.52,41.452,Terminated
21993,28908,27020,294,2/14/2018,11/7/2018,89,dry,9090.82,909.082,Accepted
21994,4324,31764,37,12/3/2018,12/13/2018,132,dry,867.95,86.795,Active
21995,8157,25843,117,11/30/2018,12/15/2018,109,dry,430.03,43.003,Active
21996,22324,20656,26,12/13/2018,12/23/2018,104,dry,640.07,64.007,Terminated
21997,12548,30411,129,6/12/2018,12/24/2018,70,dry,4523.57,452.357,Terminated
21998,38400,14904,295,11/4/2018,11/23/2018,80,climate_controlled,479.74,47.974,Terminated
21999,4135,10678,316,6/25/2018,9/29/2018,91,dry,3446.53,344.653,Active
22000,18447,14126,306,11/17/2018,12/12/2018,83,dry,731.31,73.131,Terminated
22001,35637,4443,98,11/8/2018,12/12/2018,58,climate_controlled,1120.31,112.031,Declined
22002,19675,1484,188,1/29/2018,3/18/2018,93,frozen,986.24,98.624,Accepted
22003,20165,21705,28,10/8/2018,12/29/2018,121,dry,3027.16,302.716,Active
22004,26048,14141,254,4/29/2018,6/24/2018,58,climate_controlled,990.95,99.095,Active
22005,33277,4854,172,7/1/2018,9/19/2018,90,cooler,3408.66,340.866,Pending
22006,15944,2324,291,11/22/2018,11/29/2018,105,dry,224.25,22.425,Declined
22007,26231,33546,5,10/8/2018,12/5/2018,108,climate_controlled,1911.12,191.112,Pending
22008,6543,14863,203,7/18/2018,12/10/2018,72,frozen,2745.86,274.586,Terminated
22009,22368,7541,298,2/7/2018,7/3/2018,80,climate_controlled,7065.6,706.56,Accepted
22010,39654,23830,239,7/21/2018,9/29/2018,94,climate_controlled,4326.58,432.658,Terminated
22011,4580,4500,4,8/26/2018,12/30/2018,108,climate_controlled,8947.73,894.773,Accepted
22012,34788,24368,217,5/25/2018,11/15/2018,88,cooler,8457.26,845.726,Pending
22013,6669,39481,197,8/16/2018,9/6/2018,125,climate_controlled,883.73,88.373,Accepted
22014,14336,33355,43,11/16/2018,12/29/2018,102,dry,1914.94,191.494,Active
22015,27887,11992,312,6/23/2018,10/30/2018,92,climate_controlled,5743.46,574.346,Active
22016,17830,5920,185,7/4/2018,7/17/2018,145,cooler,1487.34,148.734,Declined
22017,15046,30217,76,7/4/2018,9/23/2018,117,climate_controlled,3539.46,353.946,Declined
22018,18998,32214,335,1/11/2018,10/19/2018,84,climate_controlled,5463.19,546.319,Terminated
22019,26520,11075,13,1/19/2018,11/29/2018,106,dry,20484.71,2048.471,Pending
22020,23645,1279,44,10/11/2018,11/12/2018,130,dry,1444.26,144.426,Active
22021,3939,11075,13,4/21/2018,8/31/2018,64,dry,5199.34,519.934,Pending
22022,17977,17630,257,6/15/2018,9/2/2018,95,dry,4303.14,430.314,Accepted
22023,29118,30023,132,5/5/2018,8/5/2018,68,climate_controlled,2468.12,246.812,Terminated
22024,13970,39809,107,1/18/2018,9/26/2018,91,climate_controlled,8891.09,889.109,Pending
22025,17661,23988,228,4/8/2018,9/11/2018,106,dry,9307.28,930.728,Accepted
22026,16721,33701,11,11/3/2018,11/19/2018,70,dry,229.77,22.977,Terminated
22027,15337,13736,377,5/6/2018,12/7/2018,112,climate_controlled,10513.39,1051.339,Accepted
22028,8426,19138,238,8/17/2018,10/3/2018,69,climate_controlled,1296.49,129.649,Accepted
22029,34042,4854,162,12/18/2018,12/29/2018,76,dry,202.29,20.229,Active
22030,24641,23431,283,1/25/2018,3/11/2018,55,climate_controlled,911.34,91.134,Active
22031,8291,19357,141,7/21/2018,9/27/2018,169,climate_controlled,9067.66,906.766,Terminated
22032,12304,12711,206,4/1/2018,8/15/2018,143,dry,9718.67,971.867,Active
22033,42,8431,180,5/11/2018,5/26/2018,104,climate_controlled,820.6,82.06,Accepted
22034,3662,39809,303,6/4/2018,10/9/2018,85,dry,3974.93,397.493,Declined
22035,29865,16016,357,10/15/2018,12/1/2018,117,climate_controlled,3471.15,347.115,Declined
22036,36271,13457,352,9/8/2018,9/12/2018,119,dry,200.31,20.031,Accepted
22037,6429,36026,60,1/23/2018,6/17/2018,128,climate_controlled,7322.3,732.23,Declined
22038,12157,22568,96,9/24/2018,11/19/2018,61,dry,575.01,57.501,Accepted
22039,13164,40130,3,10/30/2018,12/4/2018,62,dry,719.13,71.913,Terminated
22040,18505,1514,251,4/26/2018,12/15/2018,104,dry,11344.56,1134.456,Pending
22041,19316,32106,210,1/6/2018,12/23/2018,120,climate_controlled,17725.02,1772.502,Declined
22042,2231,22473,55,9/8/2018,11/9/2018,128,climate_controlled,2504.73,250.473,Accepted
22043,39621,16327,112,8/2/2018,11/3/2018,48,climate_controlled,2348.19,234.819,Terminated
22044,15767,13181,176,8/8/2018,9/13/2018,85,dry,676.05,67.605,Pending
22045,522,3991,344,4/24/2018,11/27/2018,87,dry,4071.66,407.166,Declined
22046,25363,13181,190,9/3/2018,11/14/2018,88,climate_controlled,4332.78,433.278,Pending
22047,11492,72,152,8/7/2018,11/29/2018,89,climate_controlled,6137.64,613.764,Accepted
22048,3389,21451,126,7/12/2018,8/31/2018,63,dry,762.21,76.221,Pending
22049,37485,18836,247,10/26/2018,12/9/2018,48,dry,1555.36,155.536,Pending
22050,30198,34188,310,1/9/2018,12/19/2018,145,climate_controlled,15742.95,1574.295,Declined
22051,37771,25194,355,7/19/2018,10/11/2018,106,climate_controlled,7025.62,702.562,Active
22052,39046,36466,362,11/2/2018,12/17/2018,99,dry,585.86,58.586,Declined
22053,21265,25439,139,8/18/2018,9/6/2018,74,climate_controlled,739.59,73.959,Accepted
22054,20535,23030,69,4/2/2018,10/31/2018,116,dry,7502.92,750.292,Declined
22055,36146,34694,365,9/17/2018,9/24/2018,102,cooler,161.5,16.15,Accepted
22056,18516,4500,4,2/19/2018,7/15/2018,184,climate_controlled,17664,1766.4,Active
22057,2814,12743,293,4/22/2018,11/25/2018,93,climate_controlled,6369.46,636.946,Declined
22058,32920,72,302,1/30/2018,2/4/2018,77,dry,147.84,14.784,Terminated
22059,21237,4431,286,9/29/2018,11/21/2018,101,climate_controlled,1661.34,166.134,Terminated
22060,2487,13880,64,9/22/2018,10/19/2018,121,climate_controlled,1185.79,118.579,Terminated
22061,38510,33546,282,8/1/2018,12/26/2018,146,frozen,8918.78,891.878,Declined
22062,20871,1666,140,7/28/2018,11/27/2018,70,climate_controlled,1751.99,175.199,Terminated
22063,20348,10220,2,3/18/2018,9/29/2018,94,climate_controlled,3856.83,385.683,Accepted
22064,18875,11384,49,12/21/2018,12/31/2018,142,climate_controlled,859,85.9,Active
22065,13094,13736,377,5/1/2018,6/21/2018,104,climate_controlled,2315.74,231.574,Terminated
22066,35380,28674,114,9/30/2018,11/14/2018,71,climate_controlled,1092.43,109.243,Terminated
22067,14094,23670,110,12/4/2018,12/24/2018,116,dry,1610.91,161.091,Pending
22068,35085,19336,287,8/9/2018,9/4/2018,51,cooler,292.96,29.296,Terminated
22069,9712,4061,10,5/29/2018,6/26/2018,111,climate_controlled,1029.98,102.998,Pending
22070,39786,11557,41,10/12/2018,12/2/2018,61,climate_controlled,1260.08,126.008,Accepted
22071,35456,36116,168,11/27/2018,12/29/2018,70,climate_controlled,683.41,68.341,Accepted
22072,37881,35593,7,6/24/2018,11/15/2018,141,climate_controlled,4058.57,405.857,Active
22073,24542,23666,256,5/19/2018,10/9/2018,91,frozen,5613.06,561.306,Terminated
22074,22766,27020,294,3/4/2018,5/25/2018,108,dry,3400.7,340.07,Terminated
22075,10641,36491,88,10/17/2018,11/7/2018,61,frozen,956.85,95.685,Accepted
22076,14423,32214,335,1/6/2018,9/27/2018,101,climate_controlled,6171.44,617.144,Accepted
22077,3966,19138,151,9/1/2018,10/5/2018,97,climate_controlled,1439.92,143.992,Accepted
22078,16840,23552,330,3/13/2018,8/25/2018,76,climate_controlled,3957.83,395.783,Accepted
22079,9321,4061,10,3/8/2018,12/14/2018,70,climate_controlled,6518.58,651.858,Terminated
22080,10828,22568,96,2/11/2018,11/18/2018,44,dry,2073.81,207.381,Active
22081,3390,39158,370,8/10/2018,8/25/2018,71,dry,476.19,47.619,Declined
22082,30317,1484,188,1/9/2018,10/5/2018,110,frozen,6537.36,653.736,Pending
22083,23717,35040,225,7/22/2018,8/27/2018,106,climate_controlled,1344.9,134.49,Terminated
22084,8687,10857,336,10/29/2018,12/5/2018,114,frozen,3328.18,332.818,Terminated
22085,37019,16327,102,5/6/2018,8/9/2018,114,dry,1766.03,176.603,Declined
22086,39540,3390,30,1/10/2018,9/23/2018,64,climate_controlled,6636.19,663.619,Terminated
22087,25621,5920,360,9/5/2018,10/25/2018,99,climate_controlled,2994.41,299.441,Accepted
22088,40289,8748,56,4/17/2018,5/17/2018,110,cooler,1076.25,107.625,Declined
22089,20123,31764,37,8/14/2018,11/9/2018,87,dry,4976.88,497.688,Active
22090,28540,25138,86,7/17/2018,8/8/2018,112,frozen,427.72,42.772,Declined
22091,18718,159,124,6/8/2018,10/4/2018,141,dry,6564.03,656.403,Accepted
22092,14371,4854,351,7/3/2018,11/15/2018,111,climate_controlled,5596.59,559.659,Accepted
22093,9087,159,124,5/16/2018,5/23/2018,110,dry,303.78,30.378,Pending
22094,35628,36491,88,4/9/2018,9/18/2018,132,frozen,15972.97,1597.297,Pending
22095,21228,13258,58,1/14/2018,7/1/2018,57,climate_controlled,453.35,45.335,Active
22096,35243,17298,278,5/15/2018,12/15/2018,145,dry,10283.26,1028.326,Declined
22097,23524,19021,143,2/1/2018,12/25/2018,112,climate_controlled,20228.49,2022.849,Active
22098,1189,25923,241,12/18/2018,12/24/2018,53,climate_controlled,8.36,0.836,Terminated
22099,10427,22232,150,3/13/2018,12/14/2018,186,dry,21603.31,2160.331,Declined
22100,8410,38424,78,3/15/2018,12/13/2018,141,climate_controlled,15996.21,1599.621,Active
22101,31492,35040,165,5/21/2018,5/30/2018,101,climate_controlled,478.16,47.816,Active
22102,23893,25843,117,3/27/2018,10/1/2018,78,dry,3856.83,385.683,Accepted
22103,28592,36116,168,1/22/2018,11/22/2018,80,climate_controlled,7419.93,741.993,Active
